Date,Open,Close
2019-01-02,3.2660000324249268,3.4054999351501465
2019-01-03,3.344749927520752,3.1997499465942383
2019-01-04,3.2734999656677246,3.404750108718872
2019-01-07,3.4625000953674316,3.5850000381469727
2019-01-08,3.667249917984009,3.4957499504089355
2019-01-09,3.547499895095825,3.564500093460083
2019-01-10,3.5450000762939453,3.6307499408721924
2019-01-11,3.6082499027252197,3.720750093460083
2019-01-14,3.6679999828338623,3.760999917984009
2019-01-15,3.7939999103546143,3.7467501163482666
2019-01-16,3.774250030517578,3.7209999561309814
2019-01-17,3.6877501010894775,3.7929999828338623
2019-01-18,3.843250036239624,3.9232499599456787
2019-01-22,3.8927500247955322,3.719249963760376
2019-01-23,3.7750000953674316,3.7322499752044678
2019-01-24,3.817500114440918,3.946000099182129
2019-01-25,3.885999917984009,4.003749847412109
2019-01-28,3.413749933242798,3.4502499103546143
2019-01-29,3.403749942779541,3.2899999618530273
2019-01-30,3.3667500019073486,3.4347500801086426
2019-01-31,3.43149995803833,3.59375
2019-02-01,3.612499952316284,3.6182498931884766
2019-02-04,3.6342499256134033,3.7295000553131104
2019-02-05,3.741499900817871,3.7487499713897705
2019-02-06,3.782249927520752,3.825000047683716
2019-02-07,3.778249979019165,3.685499906539917
2019-02-08,3.6177499294281006,3.7042500972747803
2019-02-11,3.659749984741211,3.661250114440918
2019-02-12,3.700000047683716,3.779249906539917
2019-02-13,3.809000015258789,3.822000026702881
2019-02-14,3.821000099182129,3.8632500171661377
2019-02-15,4.073750019073486,3.933500051498413
2019-02-19,3.9227499961853027,3.9159998893737793
2019-02-20,3.945499897003174,3.963749885559082
2019-02-21,3.9765000343322754,3.89424991607666
2019-02-22,3.946500062942505,3.979749917984009
2019-02-25,4.064000129699707,3.967250108718872
2019-02-26,3.9625000953674316,3.927500009536743
2019-02-27,3.9130001068115234,3.8852500915527344
2019-02-28,3.875,3.8564999103546143
2019-03-01,3.906749963760376,3.911250114440918
2019-03-04,3.950000047683716,3.9195001125335693
2019-03-05,3.903749942779541,3.9130001068115234
2019-03-06,3.9040000438690186,3.8012499809265137
2019-03-07,3.7774999141693115,3.7314999103546143
2019-03-08,3.6414999961853027,3.7660000324249268
2019-03-11,3.789750099182129,4.028500080108643
2019-03-12,4.05649995803833,4.063000202178955
2019-03-13,4.100749969482422,4.2154998779296875
2019-03-14,4.22475004196167,4.138999938964844
2019-03-15,4.182499885559082,4.245250225067139
2019-03-18,4.2769999504089355,4.223750114440918
2019-03-19,4.318999767303467,4.392749786376953
2019-03-20,4.421999931335449,4.360000133514404
2019-03-21,4.3832502365112305,4.598499774932861
2019-03-22,4.571000099182129,4.4375
2019-03-25,4.396500110626221,4.3445000648498535
2019-03-26,4.487249851226807,4.421750068664551
2019-03-27,4.447500228881836,4.412499904632568
2019-03-28,4.43874979019165,4.431250095367432
2019-03-29,4.498499870300293,4.488999843597412
2019-04-01,4.581500053405762,4.557000160217285
2019-04-02,4.581250190734863,4.574999809265137
2019-04-03,4.625,4.7154998779296875
2019-04-04,4.699999809265137,4.706500053405762
2019-04-05,4.75,4.773749828338623
2019-04-08,4.743000030517578,4.794750213623047
2019-04-09,4.761000156402588,4.731500148773193
2019-04-10,4.73075008392334,4.802499771118164
2019-04-11,4.804999828338623,4.78849983215332
2019-04-12,4.827499866485596,4.750249862670898
2019-04-15,4.742499828338623,4.617499828338623
2019-04-16,4.6570000648498535,4.705249786376953
2019-04-17,4.740499973297119,4.682250022888184
2019-04-18,4.689000129699707,4.65749979019165
2019-04-22,4.633749961853027,4.711750030517578
2019-04-23,4.724999904632568,4.766749858856201
2019-04-24,4.777249813079834,4.779250144958496
2019-04-25,4.738749980926514,4.672749996185303
2019-04-26,4.517749786376953,4.452250003814697
2019-04-29,4.460249900817871,4.483250141143799
2019-04-30,4.45074987411499,4.525000095367432
2019-05-01,4.577750205993652,4.511750221252441
2019-05-02,4.521500110626221,4.579750061035156
2019-05-03,4.588250160217285,4.575250148773193
2019-05-06,4.387499809265137,4.496250152587891
2019-05-07,4.447500228881836,4.327750205993652
2019-05-08,4.300000190734863,4.3480000495910645
2019-05-09,4.278500080108643,4.254749774932861
2019-05-10,4.223750114440918,4.2204999923706055
2019-05-13,4.087500095367432,3.961250066757202
2019-05-14,4.00124979019165,4.051000118255615
2019-05-15,3.994999885559082,3.989500045776367
2019-05-16,3.9839999675750732,4.004749774932861
2019-05-17,3.9625000953674316,3.913249969482422
2019-05-20,3.8137500286102295,3.793750047683716
2019-05-21,3.8550000190734863,3.876499891281128
2019-05-22,3.8375000953674316,3.805000066757202
2019-05-23,3.7422499656677246,3.683000087738037
2019-05-24,3.7019999027252197,3.6287500858306885
2019-05-28,3.6465001106262207,3.583250045776367
2019-05-29,3.535249948501587,3.508500099182129
2019-05-30,3.5077500343322754,3.477750062942505
2019-05-31,3.428499937057495,3.3864998817443848
2019-06-03,3.397749900817871,3.3445000648498535
2019-06-04,3.4089999198913574,3.575000047683716
2019-06-05,3.649250030517578,3.5320000648498535
2019-06-06,3.536250114440918,3.5945000648498535
2019-06-07,3.6005001068115234,3.637500047683716
2019-06-10,3.694000005722046,3.710750102996826
2019-06-11,3.7709999084472656,3.768749952316284
2019-06-12,3.7249999046325684,3.6549999713897705
2019-06-13,3.6772499084472656,3.7065000534057617
2019-06-14,3.6127500534057617,3.615999937057495
2019-06-17,3.6142499446868896,3.6257500648498535
2019-06-18,3.6875,3.822000026702881
2019-06-19,3.8575000762939453,3.828000068664551
2019-06-20,3.919250011444092,3.8524999618530273
2019-06-21,3.8375000953674316,3.7939999103546143
2019-06-24,3.815500020980835,3.816499948501587
2019-06-25,3.821500062942505,3.7869999408721924
2019-06-26,3.915250062942505,3.9814999103546143
2019-06-27,4.067749977111816,4.080749988555908
2019-06-28,4.125,4.10575008392334
2019-07-01,4.3142499923706055,4.154250144958496
2019-07-02,4.137499809265137,4.055749893188477
2019-07-03,4.079249858856201,4.068749904632568
2019-07-05,4.010000228881836,4.0057501792907715
2019-07-08,3.9457499980926514,3.9302499294281006
2019-07-09,3.8877499103546143,3.9327499866485596
2019-07-10,3.9765000343322754,4.001500129699707
2019-07-11,4.074999809265137,4.1570000648498535
2019-07-12,4.184999942779541,4.190249919891357
2019-07-15,4.21150016784668,4.1817498207092285
2019-07-16,4.166749954223633,4.177000045776367
2019-07-17,4.178750038146973,4.24275016784668
2019-07-18,4.2532501220703125,4.254499912261963
2019-07-19,4.293000221252441,4.210999965667725
2019-07-22,4.232500076293945,4.2829999923706055
2019-07-23,4.322500228881836,4.391499996185303
2019-07-24,4.434999942779541,4.4664998054504395
2019-07-25,4.424749851226807,4.334499835968018
2019-07-26,4.36175012588501,4.3767499923706055
2019-07-29,4.369500160217285,4.370500087738037
2019-07-30,4.323750019073486,4.386250019073486
2019-07-31,4.354499816894531,4.2179999351501465
2019-08-01,4.228499889373779,4.123000144958496
2019-08-02,4.029749870300293,4.029749870300293
2019-08-05,3.8450000286102295,3.7697501182556152
2019-08-06,3.8450000286102295,3.8087499141693115
2019-08-07,3.747499942779541,3.847249984741211
2019-08-08,3.905250072479248,3.9565000534057617
2019-08-09,3.915250062942505,3.8545000553131104
2019-08-12,3.802000045776367,3.786250114440918
2019-08-13,3.784749984741211,3.901249885559082
2019-08-14,3.8125,3.7517499923706055
2019-08-15,3.770750045776367,3.719249963760376
2019-08-16,3.983750104904175,3.989000082015991
2019-08-19,4.103000164031982,4.269499778747559
2019-08-20,4.263999938964844,4.196750164031982
2019-08-21,4.26324987411499,4.280749797821045
2019-08-22,4.290500164031982,4.2870001792907715
2019-08-23,4.210000038146973,4.060999870300293
2019-08-26,4.140250205993652,4.136250019073486
2019-08-27,4.174749851226807,4.045000076293945
2019-08-28,4.014500141143799,4.0304999351501465
2019-08-29,4.122499942779541,4.175000190734863
2019-08-30,4.221499919891357,4.187749862670898
2019-09-03,4.114500045776367,4.104249954223633
2019-09-04,4.165249824523926,4.218999862670898
2019-09-05,4.321750164031982,4.493500232696533
2019-09-06,4.46999979019165,4.466249942779541
2019-09-09,4.497499942779541,4.512499809265137
2019-09-10,4.479499816894531,4.579500198364258
2019-09-11,4.594250202178955,4.608250141143799
2019-09-12,4.65500020980835,4.606750011444092
2019-09-13,4.539750099182129,4.548500061035156
2019-09-16,4.4730000495910645,4.505249977111816
2019-09-17,4.51200008392334,4.526750087738037
2019-09-18,4.519750118255615,4.499499797821045
2019-09-19,4.505499839782715,4.423500061035156
2019-09-20,4.422500133514404,4.317249774932861
2019-09-23,4.317500114440918,4.370999813079834
2019-09-24,4.402500152587891,4.3132500648498535
2019-09-25,4.312749862670898,4.455749988555908
2019-09-26,4.446000099182129,4.433499813079834
2019-09-27,4.391499996185303,4.294000148773193
2019-09-30,4.320000171661377,4.351749897003174
2019-10-01,4.375,4.349999904632568
2019-10-02,4.328000068664551,4.326000213623047
2019-10-03,4.33050012588501,4.532750129699707
2019-10-04,4.534999847412109,4.54925012588501
2019-10-07,4.614500045776367,4.608250141143799
2019-10-08,4.515999794006348,4.430749893188477
2019-10-09,4.507999897003174,4.517749786376953
2019-10-10,4.515500068664551,4.57574987411499
2019-10-11,4.660250186920166,4.649750232696533
2019-10-14,4.640999794006348,4.663249969482422
2019-10-15,4.754000186920166,4.909249782562256
2019-10-16,4.875,4.855249881744385
2019-10-17,4.900000095367432,4.857250213623047
2019-10-18,4.857749938964844,4.762249946594238
2019-10-21,4.823999881744385,4.90024995803833
2019-10-22,4.957499980926514,4.890250205993652
2019-10-23,4.807750225067139,4.8772501945495605
2019-10-24,4.918749809265137,4.921500205993652
2019-10-25,5.002500057220459,5.113500118255615
2019-10-28,5.15749979019165,5.169750213623047
2019-10-29,5.155749797821045,5.072999954223633
2019-10-30,5.099999904632568,5.074999809265137
2019-10-31,5.053999900817871,5.0254998207092285
2019-11-01,4.989999771118164,5.0647501945495605
2019-11-04,5.146249771118164,5.262499809265137
2019-11-05,5.262249946594238,5.240250110626221
2019-11-06,5.216000080108643,5.1907501220703125
2019-11-07,5.277750015258789,5.208499908447266
2019-11-08,5.191500186920166,5.194499969482422
2019-11-11,5.193749904632568,5.204500198364258
2019-11-12,5.243000030517578,5.240250110626221
2019-11-13,5.208749771118164,5.214250087738037
2019-11-14,5.223249912261963,5.244750022888184
2019-11-15,5.242499828338623,5.104750156402588
2019-11-18,5.097249984741211,5.307000160217285
2019-11-19,5.275750160217285,5.199749946594238
2019-11-20,5.176750183105469,5.2795000076293945
2019-11-21,5.275000095367432,5.254499912261963
2019-11-22,5.277249813079834,5.272250175476074
2019-11-25,5.401000022888184,5.530250072479248
2019-11-26,5.512499809265137,5.425000190734863
2019-11-27,5.466750144958496,5.455999851226807
2019-11-29,5.425000190734863,5.418499946594238
2019-12-02,5.411499977111816,5.231249809265137
2019-12-03,5.046750068664551,5.191500186920166
2019-12-04,5.2754998207092285,5.235499858856201
2019-12-05,5.257500171661377,5.218500137329102
2019-12-06,5.288000106811523,5.3042497634887695
2019-12-09,5.28125,5.3042497634887695
2019-12-10,5.334499835968018,5.3495001792907715
2019-12-11,5.360000133514404,5.433499813079834
2019-12-12,5.4045000076293945,5.601749897003174
2019-12-13,5.604750156402588,5.59975004196167
2019-12-16,5.647500038146973,5.628749847412109
2019-12-17,5.647500038146973,5.707250118255615
2019-12-18,5.742249965667725,5.737750053405762
2019-12-19,5.772500038146973,5.886499881744385
2019-12-20,5.953249931335449,5.984250068664551
2019-12-23,6.013000011444092,5.9704999923706055
2019-12-24,5.954999923706055,5.9654998779296875
2019-12-26,5.968999862670898,5.979750156402588
2019-12-27,5.994999885559082,5.921750068664551
2019-12-30,5.899750232696533,5.808000087738037
2019-12-31,5.772500038146973,5.882500171661377
2020-01-02,5.96875,5.9977498054504395
